,s_id,i_id
486,9654296588,11
487,8449963022,4111
488,8027478047,111
489,4506267867,111
490,1306866637,4111
491,8558165386,111
492,6300846223,111
493,8656928050,4111
494,3183141293,4111
495,3204792665,4111
496,129449997,4111
497,7172191984,11
498,5350082656,11
499,9964440914,111
500,1040091500,1
501,5584389457,4111
502,6169861667,4111
503,1932777444,1
504,4403741249,111
505,1647055928,1
506,5830927113,1
507,5691713835,111
508,2909646460,1
509,6814809213,4111
510,1036507762,4111
511,5931963048,4111
512,678137741,1
513,9180984267,11
514,4285607762,111
515,1491322600,111
516,93590714,4111
517,9144064667,4111
518,8551170537,11
519,2164174372,111
520,649892145,111
521,7815334280,111
522,8889029190,4111
523,7979880731,11
524,4891842008,111
525,4319165983,111
526,2036576142,111
527,6248667232,4111
528,6008337244,1
529,3649687772,11
530,7493078715,11
531,9313718952,111
532,3682064699,11
533,6361804897,111
534,9864415166,4111
535,4875959169,1
536,7263039592,11
537,2369192681,11
538,8641801286,11
539,2153557003,4111
540,5853090954,4111
541,9696890524,1
542,8420387384,11
543,2765180491,11
544,2423952601,1
545,4577523727,111
546,7027199366,1
547,1212655209,4111
548,4802755434,4111
549,974133333,11
550,6754740341,111
551,4890607067,111
552,9464568951,1
553,4749902075,4111
554,2677498273,11
555,7432646523,111
556,2074342667,111
557,7979939959,4111
558,1060665346,11
559,2191609683,1
560,5396461073,111
561,2397470800,11
562,5151112422,11
563,345677995,4111
564,6344671928,111
565,2839232949,11
566,3893073615,111
567,9851875011,111
568,3145845588,4111
569,4524314967,4111
570,2925555891,4111
571,1187587624,4111
572,925557324,1
573,1014341291,4111
574,5572479275,1
575,8902353140,1
576,1302002363,11
577,371311175,1
578,8977100071,11
579,8110943013,11
580,3080191670,11
581,1974127610,11
582,9013208855,111
583,2677644130,11
584,7133045727,1
585,7979720405,11
586,3225343207,1
587,1868163499,4111
588,7940040791,1
589,4767790200,4111
590,9737947608,111
591,9817493567,111
592,3236108976,111
593,9138885857,111
594,373118807,1
595,9481771629,11
596,1862911307,1
597,7243047963,111
598,8487669086,11
599,4024291560,111
600,7450780947,11
601,6298924843,11
602,7666716358,11
603,2559435643,4111
604,5924302844,1
605,1051604409,4111
606,1684619756,4111
607,5118107213,11
608,9319176229,111
609,4718748819,1
610,8772866729,111
611,5523146525,1
612,2132967719,111
613,5923531683,111
614,2484708512,1
615,6120734683,4111
616,2298228117,11
617,8229732641,4111
618,1298513524,111
619,8938276300,11
620,79290093,1
621,5836502654,111
622,3582758611,1
623,1969478805,111
624,1671463016,4111
625,8375313250,4111
626,4012797121,111
627,7288981965,4111
628,1942677228,4111
629,1555478519,4111
630,3412960243,4111
631,8460291794,1
632,8667767421,11
633,6943307560,4111
634,1065066697,11
635,8389124304,1
636,8543990503,11
637,4311026979,111
638,1450729848,111
639,3536137727,11
640,9075795340,1
641,6818607702,11
642,9938847698,4111
643,6230302558,11
644,3056671316,4111
645,1826235767,111
646,2157754384,111
647,6262745174,4111
648,9908912198,4111
649,4461633859,11
650,3865810224,111
651,8442348506,1
652,8231699718,111
653,7533783977,11
654,4086241326,1
655,3427842485,111
656,3788960404,111
657,2807336991,4111
658,3073341046,4111
659,5669628897,1
660,2899374970,11
661,7429574012,11
662,3517042899,1
663,760259787,11
664,5796550134,1
665,8939486877,11
666,1423364592,1
667,9588018951,111
668,4077280768,111
669,9940176614,1
670,1883293260,11
671,3584335565,4111
672,2081486778,111
673,9241568746,111
674,4351590530,11
675,7809466635,111
676,864445269,111
677,9617527416,1
678,1222549315,111
679,5449048423,111
680,611202914,111
681,1762289304,4111
682,2274464161,4111
683,7947675369,111
684,4784916216,4111
685,8451121885,11
686,8014701053,1
687,4114346359,111
688,167456892,1
689,304651524,1
690,6518340396,11
691,1359832066,111
692,8782230742,11
693,5806491365,111
694,7114796724,11
695,8408088827,111
696,5552322642,1
697,2780299532,1
698,5126909792,11
699,7195890256,1
700,9003487907,111
701,7467263750,111
702,5183335924,4111
703,8643590737,4111
704,7870932217,1
705,2099701965,4111
706,7116334457,111
707,3025098176,11
708,3922754202,11
709,9713077989,111
710,6812247129,1
711,6369464890,4111
712,7036426809,4111
713,7004415785,4111
714,1262505992,11
715,7831004287,11
716,4670489873,111
717,488661848,4111
718,6532329363,4111
719,4986129927,111
720,3114900326,111
721,9551027229,11
722,1088017574,11
723,9820518535,11
724,4201523472,111
725,1463969049,11
726,4693916222,111
727,984068293,4111
728,5138409989,1
729,5445687807,111
730,4589031166,111
731,5804834439,4111
732,5084191810,11
733,8982409711,4111
734,6135430231,1
735,7180663344,11
736,2494567996,111
737,1777498522,111
738,3371630379,111
739,5736880587,4111
740,6893389684,111
741,587302609,111
742,4379874560,1
743,2572915891,111
744,1284646316,1
745,2696696144,11
746,1555871889,11
747,2782517612,111
748,3189064632,11
749,8379799399,111
750,6447539604,4111
751,1601476005,1
752,2150376340,11
753,4534061854,111
754,3744759414,111
755,8837034657,4111
756,5451054253,11
757,9363031819,11
758,4913626661,111
759,8360900222,111
760,219660447,111
761,7638905102,11
762,3419545978,4111
763,630406822,4111
764,5301996530,4111
765,4760091607,111
766,1284606831,111
767,8547890097,4111
768,3291220989,11
769,5580536742,1
770,7241674067,111
771,2016550033,111
772,9017616680,11
773,1849070099,1
774,4891297829,111
775,8001842295,11
776,1831204049,111
777,252818198,4111
778,5654539171,4111
779,160719512,11
780,4643066080,1
781,6699732652,11
782,4851978573,1
783,6735889585,1
784,524364395,4111
785,3030979633,111
786,3656820791,11
787,3735271040,4111
788,8535037390,111
789,4716557271,4111
790,3375177075,111
791,9467989897,11
792,7997363001,4111
793,3064168022,111
794,2918766079,11
795,8086407009,111
796,2176092147,111
797,7687920974,11
798,6088453390,111
799,7838386409,1
800,3810787978,4111
801,1414267234,111
802,5583742569,11
803,9699853220,111
804,8214300761,4111
805,5051360330,111
806,4853531050,111
807,5759798034,11
808,1404479966,11
809,3975343814,4111
810,8020667124,11
811,7439758185,4111
812,5999612208,1
813,6533098803,4111
814,1566582903,4111
815,1931558433,4111
816,4827920130,11
817,6912515515,4111
818,4571133954,4111
819,9466665168,111
820,6542429513,11
821,4350554459,111
822,5065888427,11
823,6648715664,1
824,9891717639,111
825,336335436,111
826,9688771703,11
827,2543193673,4111
828,2063902223,11
829,4540899039,1
830,1175448003,111
831,3861119414,4111
832,877061183,1
833,1659236871,111
834,380765238,11
835,6831085539,111
836,1310169677,1
837,516461323,11
838,8579012493,11
839,1152264378,1
840,3016805091,11
841,723218742,111
842,3268183547,4111
843,450116239,11
844,1409258625,111
845,8591419466,1
846,2985932220,4111
847,8439896548,11
848,6645023284,1
849,1886857837,11
850,5514020365,4111
851,9002589181,1
852,7375613584,11
853,6102201866,11
854,1727478953,11
855,3600767725,111
856,3672151309,1
857,3713788125,111
858,8266233549,4111
859,9912279770,11
860,275909700,111
861,157146826,11
862,7642830170,111
863,6474702526,1
864,343972096,111
865,9329244068,111
866,5710323568,11
867,8144540278,11
868,6084003350,11
869,2186451039,4111
870,7889784490,11
871,1930836866,11
872,9191550093,11
873,5659981054,111
874,6952954200,4111
875,673588751,1
876,1504381758,1
877,7302662974,111
878,2359834213,1
879,6127272168,1
880,6650223656,111
881,4224608633,4111
882,2916390595,4111
883,9730895904,4111
884,5222772461,111
885,6624289810,4111
886,6459748846,1
887,9043142491,1
888,1215827109,4111
889,5917566580,11
890,1589307194,1
891,696764294,4111
892,7102236583,11
893,4120018331,1
894,3729227490,111
895,9194080478,1
896,1877771238,111
897,3393895031,111
898,7474557804,11
899,6225205138,11
900,8478632425,111
901,943522202,1
902,2075674128,1
903,1985968556,11
904,6370980287,1
905,8107461081,4111
906,1573429010,11
907,1728665279,11
908,3249923084,111
909,286832111,4111
910,5965502786,111
911,1309666027,4111
912,912288584,1
913,9093039784,4111
914,6903859033,1
915,8048105281,111
916,210342795,1
917,474365756,1
918,8726758378,4111
919,2448716484,11
920,1372587897,111
921,2560060440,111
922,44489181,1
923,5850854165,111
924,9386209783,1
925,8328219196,4111
926,9689110036,1
927,986624076,4111
928,67063829,111
929,3423380377,4111
930,594165793,111
931,1118908434,11
932,8359850493,1
933,901739754,11
934,1021951641,111
935,2737835752,11
936,926379744,11
937,265359553,111
938,2595733789,11
939,6714679039,4111
940,7806893557,1
941,8170610008,11
942,8228884713,4111
943,768234405,111
944,8453721799,111
945,7558487971,1
946,1749805646,1
947,7751805172,11
948,2720659998,111
949,3991556721,1
950,2415600026,4111
951,9790693592,11
952,1082695908,111
953,5812528074,4111
954,736654460,1
955,997752159,4111
956,5260602510,111
957,7845942412,1
958,9589098206,1
959,5149722314,1
960,4212889123,11
961,3393502981,1
962,7614282209,11
963,7282693423,111
964,8300129247,11
965,4023068148,4111
966,4635020050,1
967,2958783537,11
968,4557353800,11
969,3604365900,1
970,9339734775,111
971,1476591388,4111
972,7916816389,1
973,1201464675,1
974,4881912645,1
975,1143523916,11
976,7180468528,11
977,7631921787,11
978,5643036909,111
979,8977329719,111
980,7721170209,4111
981,2453128526,1
982,4348541196,4111
983,7045674950,111
984,4370522069,1
985,1203895362,11
986,9330540006,1
987,9863849224,111
988,7978133206,4111
989,3566245884,1
990,3211749756,4111
991,5916364547,11
992,3305846755,4111
993,5115901600,1
994,2223781348,1
995,3309529582,111
996,4852557103,4111
997,9179622944,4111
998,1044599542,111
999,8895651593,11
1000,9044132994,111
1001,6245299833,11
1002,2550565693,11
1003,1675922211,4111
1004,5159604827,1
1005,6508032855,111
1006,1631000939,111
1007,542021359,1
1008,2792061065,4111
1009,7511550662,1
1010,2876852254,1
1011,6066879585,4111
1012,4879845974,111
1013,2476960352,1
1014,6621208778,111
1015,6138391597,4111
1016,7666904593,111
1017,8931617209,4111
1018,1732360232,11
1019,6379070258,111
1020,6880556474,1
1021,1660781881,11
1022,1112893837,1
1023,967041778,11
1024,7478884800,111
1025,8511034211,1
1026,3429460967,1
1027,9302260550,11
1028,6708213191,11
1029,4637300966,4111
1030,7410076752,111
1031,8887867113,11
1032,9379424630,111
1033,3349834661,1
1034,7999828257,4111
1035,4960730017,4111
1036,943326993,4111
1037,712491892,11
1038,6538265151,4111
1039,3525767816,11
1040,236929464,1
1041,9798361607,111
1042,5663442047,1
1043,9277466745,111
1044,3924769778,11
1045,4865140069,4111
1046,5002117156,4111
1047,1150734929,4111
1048,8563428003,1
1049,3577343640,111
1050,3452726866,4111
1051,9420523681,4111
1052,7567327528,11
1053,6620204254,1
1054,8599070888,11
1055,7592422115,1
1056,5054979907,11
1057,3379256803,111
1058,3508586789,11
1059,6457033361,111
1060,1798683198,111
1061,9022200406,111
1062,36110967,111
1063,3402581475,111
1064,138891868,111
1065,9401797050,1
1066,9492295527,11
1067,4837005097,111
1068,8096146789,11
1069,4741062254,4111
1070,4235187329,11
1071,7466311698,11
1072,9228558154,1
1073,8912384703,11
1074,6600119363,11
1075,1679416918,111
1076,2805273836,11
1077,3427363602,11
1078,8359563044,4111
1079,4885862403,1
1080,5340946576,1
1081,1461844508,1
1082,379773295,11
1083,9148466817,11
1084,7612046532,11
1085,646148626,111
1086,9963156973,111
1087,7940668222,1
1088,5778812222,111
1089,9097126793,111
1090,5038609927,11
1091,3232833265,4111
1092,4553260082,1
1093,284509254,4111
1094,3767842775,4111
1095,7816787317,11
1096,6317506071,1
1097,9208801728,11
1098,3032761589,4111
1099,6246701809,11
1100,7103836741,11
1101,603952209,111
1102,5140735561,11
1103,731850742,111
1104,8980108862,111
1105,1420536272,1
1106,6437427581,111
1107,1682878113,4111
1108,1737522468,11
1109,8203723715,4111
1110,8094374233,11
1111,9364892687,4111
1112,2467754510,111
1113,8072755180,11
1114,119754793,4111
1115,4285908993,111
1116,3473856109,1
1117,3563044997,111
1118,2615493684,111
1119,5875477025,4111
1120,5128726905,4111
1121,8225533847,1
1122,6510994797,1
1123,7170808698,111
1124,2540157880,4111
1125,5595907580,11
1126,2637556617,4111
1127,4528038110,4111
1128,8707794738,111
1129,2643106595,111
1130,3422766656,1
1131,2771966747,111
1132,36130842,11
1133,3180613948,11
1134,8857009729,111
1135,5030848343,1
1136,630414732,111
1137,3910276446,111
1138,6992336174,4111
1139,8727380089,11
1140,966548609,111
1141,1558150306,11
1142,8833762766,4111
1143,4127424757,11
1144,3719000623,111
1145,749627935,4111
1146,8872334865,4111
1147,790997678,4111
1148,3600090374,11
1149,5428816935,1
1150,3487324607,1
1151,3518020543,11
1152,4468017726,4111
1153,7873988639,4111
1154,3334158182,1
1155,6315375254,11
1156,9888925180,4111
1157,3990188387,11
1158,5457503516,4111
1159,497988690,11
1160,1128516164,111
1161,6477807964,4111
1162,3767263314,4111
1163,4952390534,111
1164,4968549382,1
1165,9189715311,1
1166,5394196523,11
1167,5978434483,11
1168,3314062875,11
1169,8937699433,4111
1170,2996402632,11
1171,1617107554,4111
1172,3938213668,1
1173,1444163547,4111
1174,1852863470,1
1175,6565361180,11
1176,6594837068,4111
1177,6078153261,111
1178,9534271583,111
1179,237631545,1
1180,2445006362,1
1181,9837141719,111
1182,3893811366,111
1183,4158616092,4111
1184,2729209542,111
1185,8793753006,1
1186,3367447095,11
1187,194304603,4111
1188,4165213226,1
1189,8659180382,1
1190,9910970511,11
1191,1652473982,111
1192,8715794039,111
1193,2734333478,111
1194,819275058,111
1195,1279409700,1
1196,2130517943,111
1197,7715584722,111
1198,718750500,11
1199,292022385,11
1200,5149350013,4111
1201,2914063863,11
1202,5091142005,111
1203,8447067844,4111
1204,2073376232,11
1205,7716662669,4111
1206,7380389631,4111
1207,3279992104,111
1208,6786316337,4111
1209,9108027175,11
1210,2122458459,4111
1211,5815427716,1
1212,8914283072,11
1213,265307605,11
1214,9073861789,11
1215,778676490,11
1216,8290698269,111
1217,3629892309,111
1218,8600503313,4111
1219,5334434541,4111
1220,6290164344,11
1221,5042969954,111
1222,4771191821,1
1223,6193960771,4111
1224,2687358800,4111
1225,8910859910,4111
1226,1735408864,111
1227,6959155653,11
1228,8190709633,4111
1229,1318747907,11
1230,9492437389,4111
1231,9771840499,4111
1232,6295695806,111
1233,3882075062,11
1234,4668502060,1
1235,2166124117,11
1236,1396723841,11
1237,8759023394,4111
1238,8097017310,11
1239,4279250663,11
1240,5499882581,111
1241,536546411,4111
1242,5878009470,111
1243,1233540467,11
1244,4566333048,4111
1245,318688911,4111
1246,4084499367,11
1247,4068544897,1
1248,2225224971,1
1249,9874061704,4111
1250,2250866923,1
1251,9921342461,11
1252,8097872277,111
1253,4936382870,1
1254,7841329100,111
1255,2944285231,111
1256,993161753,1
1257,7655745844,4111
1258,6826360466,1
1259,189975552,1
1260,7367369814,4111
1261,7366351267,4111
1262,3780455371,4111
1263,832260259,4111
1264,4965416751,4111
1265,4626444473,4111
1266,6951633362,11
1267,3849841635,4111
1268,3227460154,4111
1269,881226070,111
1270,4168064077,4111
1271,1303228668,4111
1272,9763557157,111
1273,7655936251,4111
1274,571479206,4111
1275,4732200162,4111
1276,9237287879,111
1277,2663358046,1
1278,2363985952,4111
1279,5263053394,1
1280,4719814981,111
1281,8712244004,111
1282,5810240119,111
1283,8165086519,4111
1284,9950569062,111
1285,7869545975,4111
1286,8610757753,4111
1287,4214647833,11
1288,7970792827,1
1289,8707921415,11
1290,7824420339,4111
1291,4943511262,111
1292,5194900564,1
1293,3807228885,111
1294,7394394341,111
1295,9704604952,4111
1296,5961602703,1
1297,8846815150,111
1298,3347121352,4111
1299,2810657935,11
1300,7099741168,111
1301,5382936914,4111
1302,4430283266,1
1303,6409430610,4111
1304,8214758217,111
1305,8157799529,11
1306,5901724028,4111
1307,3172636396,1
1308,7475629603,11
1309,2216468894,11
1310,9883318227,1
1311,5567465019,111
1312,7830930510,11
1313,9886650245,1
1314,7260033425,4111
1315,615852501,111
1316,312091133,111
1317,5785398102,4111
1318,5918857269,1
1319,4280556588,11
1320,716973048,4111
1321,8703363670,1
1322,4490954918,4111
1323,7480030157,111
1324,2801181602,111
1325,9143138344,111
1326,1309531315,111
1327,6085377864,1
1328,5723334603,11
1329,2103602833,11
1330,7691074843,4111
1331,4457773607,111
1332,287631057,111
1333,1317014330,1
1334,5732957110,111
1335,7288647841,11
1336,5936660426,11
1337,4672109619,4111
1338,3846045372,4111
1339,9749287492,4111
1340,1491000151,4111
1341,8803496890,1
1342,9464394382,111
1343,1594441397,1
1344,7374261774,111
1345,9947631792,1
1346,7258690908,1
1347,5536909082,4111
1348,3501052916,11
1349,3864960985,11
1350,8143343673,11
1351,2685524483,1
1352,7303720318,11
1353,9280026040,11
1354,1971062307,4111
1355,9767893781,11
1356,296635279,11
1357,860900013,4111
1358,579051291,1
1359,5291218483,11
1360,8981442473,111
1361,1154717345,11
1362,3131663490,4111
1363,2245933854,11
1364,503807887,1
1365,5989740512,111
1366,1773676442,1
1367,4296856575,1
1368,558854693,4111
1369,839361439,4111
1370,8070106183,111
1371,6173756736,111
1372,6646746888,111
1373,7419359876,11
1374,2965206131,4111
1375,7107754576,1
1376,9273174154,1
1377,6929937449,4111
1378,4157854836,1
1379,1552202553,1
1380,8708160320,4111
1381,5073809421,4111
1382,6248556658,4111
1383,3021305543,4111
1384,2310333078,111
1385,3562841527,1
1386,8223450092,1
1387,5217293342,1
1388,6771109626,4111
1389,3884927216,4111
1390,4655696740,111
1391,3374763265,4111
1392,8460907273,1
1393,1070742446,1
1394,2781452544,111
1395,1170416642,111
1396,4329881034,111
1397,6521262214,1
1398,1420536635,111
1399,6320574842,1
1400,4674121940,111
1401,8391426865,11
1402,8031770063,4111
1403,8355494758,111
1404,8793301166,11
1405,5484493798,111
1406,6352454794,11
1407,2975689155,4111
1408,2085845137,1
1409,8107226098,1
1410,5151597232,4111
1411,1516695018,11
1412,3494227200,11
1413,365495034,11
1414,7271243635,1
1415,6814291675,1
1416,8421627782,4111
1417,8233998717,4111
1418,2530566708,4111
1419,9939771136,1
1420,5040940716,4111
1421,5827473670,111
1422,1907960685,111
1423,9066551272,11
1424,8990745771,1
1425,4698356183,11
1426,6959105099,11
1427,6290945639,4111
1428,7484119544,1
1429,4247335373,1
1430,5116319512,4111
1431,7913784252,111
1432,5543145951,111
1433,4207459487,4111
1434,8127969841,11
1435,9199020748,11
1436,8876766552,1
1437,7733159962,1
1438,9900494414,11
1439,3433264614,1
1440,241397590,111
1441,5948554439,11
1442,7179333410,111
1443,4541965347,4111
1444,2954220667,11
1445,8021311479,1
1446,7956500533,111
1447,4856209640,11
1448,9443274622,4111
1449,4489193784,111
1450,1294319554,1
1451,8917394172,4111
1452,9653799913,11
1453,1137295973,11
1454,4114816280,4111
1455,650736687,1
1456,8021815728,4111
1457,259246415,111
1458,3783673455,1
1459,7197672135,4111
1460,1136993490,111
1461,8527737096,1
1462,7825986484,4111
1463,4448311502,111
1464,3109021906,1
1465,2741597393,111
1466,6221113639,1
1467,9142183413,4111
1468,9124518597,1
1469,8607174820,4111
1470,3226085208,1
1471,6140927675,1
1472,7886005029,1
1473,5485675709,111
1474,7853880388,1
1475,3904141456,4111
